Book Title,Authors,Chapter Title,Date of Highlight,Book URL,Chapter URL,Highlight URL,Highlight,Personal Note
Database Internals,Alex Petrov,8. Introduction and Overview,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch08.html,https://learning.oreilly.com/a/database-internals/46217107/,"Backoff is used to increase time periods between requests from a single client. However, different clients using the same backoff strategy can produce substantial load as well. To prevent different clients from retrying all at once after the backoff period, we can introduce jitter. Jitter adds small random time periods to backoff and reduces the probability of clients waking up and retrying at the same time.",
Database Internals,Alex Petrov,8. Introduction and Overview,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch08.html,https://learning.oreilly.com/a/database-internals/46214698/,"Toxiproxy can help to simulate network problems: limit the bandwidth, introduce latency, timeouts, and more. Chaos Monkey takes a more radical approach and exposes engineers to production failures by randomly shutting down services. CharybdeFS helps to simulate filesystem and hardware errors and failures. You can use these tools to test your software and make sure it behaves correctly in the presence of these failures. CrashMonkey, a filesystem agnostic record-replay-and-test framework, helps test data and metadata consistency for persistent files.",
Database Internals,Alex Petrov,8. Introduction and Overview,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch08.html,https://learning.oreilly.com/a/database-internals/46204589/,Backpressure is a strategy that allows us to cope with producers that publish messages at a rate that is faster than the rate at which consumers can process them by slowing down the producers,
"Learning React, 2nd Edition",Alex Banks...,5. React with JSX,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch05.html,https://learning.oreilly.com/a/learning-react-2nd/46108444/,"Fragments are a relatively new feature of React and do away with the
need for extra wrapper tags that can pollute the DOM.",
"Learning React, 2nd Edition",Alex Banks...,7. Enhancing Components with Hooks,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch07.html,https://learning.oreilly.com/a/learning-react-2nd/46088685/,"If you return a function from the effect, the function will be invoked when the component is removed from the tree",
"Learning React, 2nd Edition",Alex Banks...,6. React State Management,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch06.html,https://learning.oreilly.com/a/learning-react-2nd/46086895/,"Using context still allows to us store state data in a single location, but
it doesn't require us to pass that data through a bunch of components
that don't need it",
"Learning React, 2nd Edition",Alex Banks...,6. React State Management,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch06.html,https://learning.oreilly.com/a/learning-react-2nd/46086892/,"The most important thing to remember about Hooks is that they can cause
the component they're hooked into to rerender. Every",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46198214/,"Hiding complexity behind a simple API might sound compelling, but can cause complications in cases in which software layers have different semantics. Exposing some underlying system internals may be beneficial for better integration.",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013972/,a Bloom filter can be used to tell if the key might be in the table or is definitely not in the table. Files for which a Bloom filter returns a negative match are skipped during the query.,
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013924/,"RUM Conjecture states that reducing two of these overheads inevitably leads to change for the worse in the third one, and that optimizations can be done only at the expense of one of the three parameters",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013920/,"One of the popular cost models for storage structures takes three factors into consideration: Read, Update, and Memory overheads. It is called RUM Conjecture",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013914/,"In summary, when storing data on disk in an immutable fashion, we face three problems:

Read amplification
Resulting from a need to address multiple tables to retrieve data.

Write amplification
Caused by continuous rewrites by the compaction process.

Space amplification
Arising from storing multiple records associated with the same key.",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013870/,"An operation that inserts the record to the database if it does not exist, and updates an existing one otherwise, is called an upsert.",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013789/,"Having to read from multiple sources instead of just one might get expensive. To mitigate this problem and keep the number of tables to minimum, a periodic merge process called compaction (see “Maintenance in LSM Trees”) is triggered. Compaction picks several tables, reads their contents, merges them, and writes the merged result out to the new combined file. Old tables are discarded simultaneously with the appearance of the new merged table.",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013759/,"A memory-resident component (often called a memtable) is mutable: it buffers data records and serves as a target for read and write operations. Memtable contents are persisted on disk when its size grows up to a configurable threshold. Memtable updates incur no disk access and have no associated I/O costs. A separate write-ahead log file, similar to what we discussed in “Recovery”, is required to guarantee durability of data records. Data records are appended to the log and committed in memory before the operation is acknowledged to the client.",
Database Internals,Alex Petrov,7. Log-Structured Storage,2020-06-18,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch07.html,https://learning.oreilly.com/a/database-internals/46013703/,"Immutable data structures are often used in functional programming languages and are getting more popular because of their safety characteristics: once created, an immutable structure doesn’t change, all of its references can be accessed concurrently, and its integrity is guaranteed by the fact that it cannot be modified.",
Database Internals,Alex Petrov,6. B-Tree Variants,2020-06-17,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch06.html,https://learning.oreilly.com/a/database-internals/45977436/,"we can use these pulled elements to create bridges (or fences as the FD-Tree paper calls them): pointers from higher-level elements to their counterparts on the lower levels, as Figure 6-5 shows.",Copy
Database Internals,Alex Petrov,6. B-Tree Variants,2020-06-17,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch06.html,https://learning.oreilly.com/a/database-internals/45977218/,"B-Tree variants have a few things in common: tree structure, balancing through splits and merges, and lookup and delete algorithms. Other details, related to concurrency, on-disk page representation, links between sibling nodes, and maintenance processes, may vary between implementations.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45952103/,"The strongest isolation level is serializability. As we already discussed in “Serializability”, it guarantees that transaction outcomes will appear in some order as if transactions were executed serially (i.e., without overlapping in time). Disallowing concurrent execution would have a substantial negative impact on the database performance. Transactions can get reordered, as long as their internal invariants hold and can be executed concurrently, but their outcomes have to appear in some serial order.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45952038/,"If we use range reads during the transaction (i.e., read not a single data record, but a range of records), we might see phantom records. A phantom read is when a transaction queries the same set of rows twice and receives different results. It is similar to a nonrepeatable read, but holds for range queries.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45952035/,"A nonrepeatable read (sometimes called a fuzzy read) is a situation in which a transaction queries the same row twice and gets different results. For example, this can happen even if transaction T1 reads a row, then transaction T2 modifies it and commits this change. If T1 requests the same row again before finishing its execution, the result will differ from the previous run.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45946017/,"The WAL consists of log records. Every record has a unique, monotonically increasing log sequence number (LSN). Usually, the LSN is represented by an internal counter or a timestamp. Since log records do not necessarily occupy an entire disk block, their contents are cached in the log buffer and are flushed on disk in a force operation.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944333/,"A write-ahead log (WAL for short, also known as a commit log) is an append-only auxiliary disk-resident structure used for crash and transaction recovery. The page cache allows buffering changes to page contents in memory. Until the cached contents are flushed back to disk, the only disk-resident copy preserving the operation history is stored in the WAL. Many database systems use append-only write-ahead logs; for example, PostgreSQL and MySQL.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944205/,"Elements can be in one of the three queues:

Admission, maintaining newly added elements, implemented using LRU policy.

Probation, holding elements most likely to get evicted.

Protected, holding elements that are to stay in the queue for a longer time.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944202/,TinyLFU uses a frequency histogram,
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944187/,"TinyLFU, a frequency-based page-eviction policy [EINZIGER17], does precisely this: instead of evicting pages based on page-in recency, it orders pages by usage frequency. It is implemented in the popular Java library called Caffeine.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944146/,"There are other LRU-based cache eviction strategies. For example, 2Q (Two-Queue LRU) maintains two queues and puts pages into the first queue during the initial access and moves them to the second hot queue on subsequent accesses, allowing you to distinguish between the recently and frequently accessed pages [JONSON94]. LRU-K identifies frequently referenced pages by keeping track of the last K accesses, and using this information to estimate access times on a page basis",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944109/,"We need to find a way to estimate the likelihood of subsequent page access to optimize this.

For this, we can say that pages should be evicted according to the eviction policy (also sometimes called the page-replacement policy). It attempts to find pages that are least likely to be accessed again any time soon. When the page is evicted from the cache, the new page can be loaded in its place.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45944055/,"We can “lock” pages that have a high probability of being used in the nearest time. Locking pages in the cache is called pinning. Pinned pages are kept in memory for a longer time, which helps to reduce the number of disk accesses and improve performance",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943816/,"Uncached pages are said to be paged in when they’re loaded from disk. If any changes are made to the cached page, it is said to be dirty, until these changes are flushed back on disk.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943793/,"Cached pages available in memory can be reused under the assumption that no other process has modified the data on disk. This approach is sometimes referenced as virtual disk [BAYER72]. A virtual disk read accesses physical storage only if no copy of the page is already available in memory. A more common name for the same concept is page cache or buffer pool. The page cache is responsible for caching pages read from disk in memory. In case of a database system crash or unorderly shutdown, cached contents are lost.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943780/,"Most databases are built using a two-level memory hierarchy: slower persistent storage (disk) and faster main memory (RAM). To reduce the number of accesses to persistent storage, pages are cached in memory. When the page is requested again by the storage layer, its cached copy is returned.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943708/,The lock manager guards access to these resources and prevents concurrent accesses that would violate data integrity,
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943702/,The page cache serves as an intermediary between persistent storage (disk) and the rest of the storage engine,
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943696/,"The log manager holds a history of operations (log entries) applied to cached pages but not yet synchronized with persistent storage to guarantee they won’t be lost in case of a crash. In other words, the log is used to reapply these operations and reconstruct the cached state during startup. Log entries can also be used to undo changes done by the aborted transactions.",
Database Internals,Alex Petrov,5. Transaction Processing and Recovery,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch05.html,https://learning.oreilly.com/a/database-internals/45943614/,"A database transaction has to preserve atomicity, consistency, isolation, and durability. These properties are commonly referred as ACID",
Database Internals,Alex Petrov,4. Implementing B-Trees,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch04.html,https://learning.oreilly.com/a/database-internals/45935745/,"The process that takes care of space reclamation and page rewrites is called compaction, vacuum, or just maintenance. Page rewrites can be done synchronously on write if the page does not have enough free physical space (to avoid creating unnecessary overflow pages), but compaction is mostly referred to as a distinct, asynchronous process of walking through pages, performing garbage collection, and rewriting their contents.",
Database Internals,Alex Petrov,4. Implementing B-Trees,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch04.html,https://learning.oreilly.com/a/database-internals/45935305/,"Overflow pages require some extra bookkeeping, since they may get fragmented as well as primary pages, and we have to be able to reclaim this space to write new data, or discard the overflow page if it’s not needed anymore.",
Database Internals,Alex Petrov,4. Implementing B-Trees,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch04.html,https://learning.oreilly.com/a/database-internals/45935283/,"To implement variable-size nodes without copying data to the new contiguous region, we can build nodes from multiple linked pages. For example, the default page size is 4 K, and after inserting a few values, its data size has grown over 4 K. Instead of allowing arbitrary sizes, nodes are allowed to grow in 4 K increments, so we allocate a 4 K extension page and link it from the original one. These linked page extensions are called overflow pages. For clarity, we call the original page the primary page in the scope of this section.",
Database Internals,Alex Petrov,3. File Formats,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch03.html,https://learning.oreilly.com/a/database-internals/45935144/,"Files on disk may get damaged or corrupted by software bugs and hardware failures. To identify these problems preemptively and avoid propagating corrupt data to other subsystems or even nodes, we can use checksums and cyclic redundancy checks (CRCs).",
Database Internals,Alex Petrov,3. File Formats,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch03.html,https://learning.oreilly.com/a/database-internals/45934958/,"Floating-point numbers (such as float and double) are represented by their sign, fraction, and exponent",
Database Internals,Alex Petrov,3. File Formats,2020-06-16,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch03.html,https://learning.oreilly.com/a/database-internals/45934941/,"byte value is 8 bits, short is 2 bytes (16 bits), int is 4 bytes (32 bits), and long is 8 bytes (64 bits).",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888833/,"Splits are done by allocating the new node, transferring half the elements from the splitting node to it, and adding its first key and pointer to the parent node. In this case, we say that the key is promoted. The index at which the split is performed is called the split point (also called the midpoint). All elements after the split point (including split point in the case of nonleaf node split) are transferred to the newly created sibling node, and the rest of the elements remain in the splitting node",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888731/,"Since B-Trees reserve extra space inside nodes for future insertions and updates, tree storage utilization can get as low as 50%, but is usually considerably higher. Higher occupancy does not influence B-Tree performance negatively.",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888702/,"Keys stored in B-Tree nodes are called index entries, separator keys, or divider cells. They split the tree into subtrees (also called branches or subranges), holding corresponding key ranges. Keys are stored in sorted order to allow binary search. A subtree is found by locating a key and following a corresponding pointer from the higher to the lower level.",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888591/,"B-Trees are characterized by their fanout: the number of keys stored in each node. Higher fanout helps to amortize the cost of structural changes required to keep the tree balanced and to reduce the number of seeks by storing keys and pointers to child nodes in a single block or multiple consecutive blocks. Balancing operations (namely, splits and merges) are triggered when the nodes are full or nearly empty.",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888562/,"Using B-Trees, we can efficiently execute both point and range queries",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888410/,"Solid state drives (SSDs) do not have moving parts: there’s no disk that spins, or head that has to be positioned for the read. A typical SSD is built of memory cells, connected into strings (typically 32 to 64 cells per string), strings are combined into arrays, arrays are combined into pages, and pages are combined into blocks",
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888403/,Head positioning is the most expensive part of an operation on the HDD. This is one of the reasons we often hear about the positive effects of sequential I/O: reading and writing contiguous memory segments from disk.,
Database Internals,Alex Petrov,2. B-Tree Basics,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch02.html,https://learning.oreilly.com/a/database-internals/45888285/,"a pathological tree, which looks more like a linked list, and instead of desired logarithmic complexity, we get linear",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877949/,"Immutable structures are append-only: once written, file contents are not modified. Instead, modifications are appended to the end of the file.",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877836/,"If the order of data records follows the search key order, this index is called clustered (also known as clustering). Data records in the clustered case are usually stored in the same file or in a clustered file, where the key order is preserved. If the data is stored in a separate file, and its order does not follow the key order, the index is called nonclustered (sometimes called unclustered).",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877797/,"New records (insertions) and updates to the existing records are represented by key/value pairs. Most modern storage systems do not delete data from pages explicitly. Instead, they use deletion markers (also called tombstones), which contain deletion metadata, such as a key and a timestamp. Space occupied by the records shadowed by their updates or deletion markers is reclaimed during garbage collection, which reads the pages, writes the live (i.e., nonshadowed) records to the new place, and discards the shadowed ones.",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877784/,"A database system usually separates data files and index files: data files store data records, while index files store record metadata and use it to locate records in data files. Index files are typically smaller than the data files. Files are partitioned into pages, which typically have the size of a single or multiple disk blocks. Pages can be organized as sequences of records or as a slotted pages",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877741/,"To decide whether to use a column- or a row-oriented store, you need to understand your access patterns. If the read data is consumed in records (i.e., most or all of the columns are requested) and the workload consists mostly of point queries and range scans, the row-oriented approach is likely to yield better results. If scans span many rows, or compute aggregate over a subset of columns, it is worth considering a column-oriented approach.",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877719/,"Column-oriented stores are a good fit for analytical workloads that compute aggregates, such as finding trends, computing average values, etc. Processing complex aggregates can be used in cases when logical records have multiple fields, but some of them (in this case, price quotes) have different importance and are often consumed together.",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877705/,"Since row-oriented stores are most useful in scenarios when we have to access data by row, storing entire rows together improves spatial locality",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877689/,"One of the ways to classify databases is by how the data is stored on disk: row- or column-wise. Tables can be partitioned either horizontally (storing values belonging to the same row together), or vertically (storing values belonging to the same column together).",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877659/,"Before the operation can be considered complete, its results have to be written to a sequential log file. We discuss write-ahead logs in more detail in “Recovery”. To avoid replaying complete log contents during startup or after a crash, in-memory stores maintain a backup copy. The backup copy is maintained as a sorted disk-based structure, and modifications to this structure are often asynchronous (decoupled from client requests) and applied in batches to reduce the number of I/O operations. During recovery, database contents can be restored from the backup and logs.",
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877658/,In-memory database systems maintain backups on disk to provide durability and prevent loss of the volatile data,
Database Internals,Alex Petrov,1. Introduction and Overview,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/ch01.html,https://learning.oreilly.com/a/database-internals/45877598/,Figure 1-1. Architecture of a database management syste,Copy
Database Internals,Alex Petrov,I. Storage Engines,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/part01.html,https://learning.oreilly.com/a/database-internals/45877538/,"The Transaction Processing Performance Council (TPC) has a set of benchmarks that database vendors use for comparing and advertising performance of their products. TPC-C is an online transaction processing (OLTP) benchmark, a mixture of read-only and update transactions that simulate common application workloads.",
Database Internals,Alex Petrov,I. Storage Engines,2020-06-15,https://learning.oreilly.com/library/view/database-internals/9781492040330/,https://learning.oreilly.com/library/view/database-internals/9781492040330/part01.html,https://learning.oreilly.com/a/database-internals/45877528/,"One of the popular tools used for benchmarking, performance evaluation, and comparison is Yahoo! Cloud Serving Benchmark (YCSB).",
"Learning React, 2nd Edition",Alex Banks...,8. Incorporating Data,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch08.html,https://learning.oreilly.com/a/learning-react-2nd/46089228/,"renderEmpty is a render prop because it contains a component to render when a particular condition has been met. In this case, when the list is empty or the data property has not been provided.

We can send this component an actual array of data:

export default function App() {
  return (
    <List
      data={tahoe_peaks}
      renderEmpty={<p>This list is empty</p>}
    />
  );
}",
"Learning React, 2nd Edition",Alex Banks...,7. Enhancing Components with Hooks,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch07.html,https://learning.oreilly.com/a/learning-react-2nd/46088528/,"PureComponent is the same as React.memo, but PureComponent is only for class components. React.memo is only for function components.",
"Learning React, 2nd Edition",Alex Banks...,7. Enhancing Components with Hooks,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch07.html,https://learning.oreilly.com/a/learning-react-2nd/46088531/,"const PureCat = memo(
  Cat,
  (prevProps, nextProps) => prevProps.name === nextProps.name
);

We can use the second argument to compare properties and decide if Cat should be re-rendered.",
"Learning React, 2nd Edition",Alex Banks...,7. Enhancing Components with Hooks,2020-06-18,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/,https://learning.oreilly.com/library/view/learning-react-2nd/9781492051718/ch07.html,https://learning.oreilly.com/a/learning-react-2nd/46088534/,"const RenderCatOnce = memo(Cat, () => true);
const AlwaysRenderCat = memo(Cat, () => false);

The second argument sent to the memo function is a predicate. A predicate is a function that only returns true or false. . This function decides whether to re-render a cat or not.",
